CustomerID,Segment,ML_Cluster,Churn_Risk_Tier,P_Alive_Pct,Churn_Risk_Pct,Recency,Frequency,Monetary,Tenure,AvgOrderValue,TopCategory,R_Score,F_Score,M_Score,T_Score,RFM_Score,RFMT_Mean,Expected_Orders_90d,Predicted_Spend_90d,Predictive_CLV_90d,PCA_1,PCA_2,PCA_3,Strategic_Objective,Recommended_Channel,Recommended_Promotion,Primary_Action_Item,Campaign_Email_Subject,Campaign_CTA,FirstPurchase,LastPurchase,TotalItems,TotalTransactions
CUST-0098,Potential Growth,Cluster 3,🔴 High Churn Risk,44.5,55.5,44,12,9513.04,246,792.75,Electronics & Audio,3,4,5,2,345,3.5,1.73,1370.64,479.72,0.9062,-0.5078,-0.4456,"Build habitual repurchase cadence, educate on full product ecosystem, and increase frequency.",Educational Email Drips / On-Site Personalization,"Next-Purchase Vouchers, Category Discovery Incentives",Enroll into multi-part ecosystem education workflows.,🚀 Take your experience further: $25 gift for your next order,Claim $25 Credit,2025-12-17 20:07:18,2026-07-06 21:32:46,58,20
CUST-0392,Can't Lose Them,Cluster 3,🔴 High Churn Risk,2.0,98.0,290,12,9474.27,699,789.52,Smart Office & Furniture,1,4,5,5,145,3.75,0.03,24.72,8.65,1.3517,1.168,-0.5599,"High-touch, high-urgency win-back campaigns and qualitative feedback discovery.",Executive Win-back Email / Phone Concierge / High-Incentive Push,"Aggressive 30% Off Voucher, Complimentary Premium Gift",Deploy 'Voice of Customer' survey with a substantial gift card incentive.,🚨 An urgent message from our leadership team,Restore My VIP Status,2024-09-19 22:06:23,2025-11-02 22:12:15,58,16
CUST-0258,At-Risk VIPs,Cluster 3,🔴 High Churn Risk,40.0,60.0,98,9,9468.31,397,1052.03,Smart Office & Furniture,2,3,4,3,234,3.0,0.8,844.76,295.67,0.8776,0.2748,-0.4418,Immediate intervention to reignite brand affinity before permanent churn occurs.,High-Priority Win-Back Email / SMS / Direct Outreach,"High-Value Reactivation Voucher (20-25% off), Free Renewal",Send personalized executive outreach asking for direct feedback.,"⚠️ We miss you, {Customer_Name} — Here is 25% off your return",Reclaim Your 25% Discount,2025-07-19 10:57:40,2026-05-14 10:44:21,50,16
CUST-0152,Champions,Cluster 3,🟢 Low Churn Risk,91.1,8.9,22,14,9461.61,676,675.83,Wearables & Fitness,4,4,4,5,444,4.25,1.69,1144.08,400.43,1.5114,-0.4376,0.4907,"Reward loyalty, maximize retention, elevate brand advocacy, and introduce exclusive high-ticket drops.",VIP Concierge / Direct Email / Exclusive Portal,"VIP Early Access, Concierge Perks, Loyalty Multipliers",Grant 48-hour early access to upcoming product lines.,👑 VIP Exclusive: You have first access to our flagship release,Explore Private Drop,2024-10-13 21:15:33,2026-07-29 19:44:28,60,15
CUST-0428,Potential Growth,Cluster 3,🟡 Moderate Watch,46.3,53.7,54,15,9446.97,381,629.8,Electronics & Audio,3,5,4,3,354,3.75,1.53,965.0,337.75,1.2857,-0.206,-0.2641,"Build habitual repurchase cadence, educate on full product ecosystem, and increase frequency.",Educational Email Drips / On-Site Personalization,"Next-Purchase Vouchers, Category Discovery Incentives",Enroll into multi-part ecosystem education workflows.,🚀 Take your experience further: $25 gift for your next order,Claim $25 Credit,2025-08-04 12:46:02,2026-06-26 22:16:51,55,23
CUST-0311,At-Risk VIPs,Cluster 3,🟡 Moderate Watch,58.8,41.2,95,13,9327.73,697,717.52,Smart Office & Furniture,2,4,4,5,244,3.75,0.99,712.3,249.31,1.4305,0.4723,-0.0891,Immediate intervention to reignite brand affinity before permanent churn occurs.,High-Priority Win-Back Email / SMS / Direct Outreach,"High-Value Reactivation Voucher (20-25% off), Free Renewal",Send personalized executive outreach asking for direct feedback.,"⚠️ We miss you, {Customer_Name} — Here is 25% off your return",Reclaim Your 25% Discount,2024-09-22 13:46:35,2026-05-17 19:13:29,53,16
CUST-0249,At-Risk VIPs,Cluster 3,🔴 High Churn Risk,41.4,58.6,91,11,9323.74,451,847.61,Electronics & Audio,2,3,4,3,234,3.0,0.89,753.13,263.6,1.0928,0.2582,-0.3402,Immediate intervention to reignite brand affinity before permanent churn occurs.,High-Priority Win-Back Email / SMS / Direct Outreach,"High-Value Reactivation Voucher (20-25% off), Free Renewal",Send personalized executive outreach asking for direct feedback.,"⚠️ We miss you, {Customer_Name} — Here is 25% off your return",Reclaim Your 25% Discount,2025-05-26 16:12:00,2026-05-20 22:01:41,46,13
CUST-0129,Can't Lose Them,Cluster 3,🔴 High Churn Risk,2.0,98.0,277,13,9256.75,627,712.06,Smart Office & Furniture,1,4,4,5,144,3.5,0.04,26.49,9.27,1.3576,1.0728,-0.6111,"High-touch, high-urgency win-back campaigns and qualitative feedback discovery.",Executive Win-back Email / Phone Concierge / High-Incentive Push,"Aggressive 30% Off Voucher, Complimentary Premium Gift",Deploy 'Voice of Customer' survey with a substantial gift card incentive.,🚨 An urgent message from our leadership team,Restore My VIP Status,2024-12-01 09:23:50,2025-11-16 17:03:20,55,14
CUST-0030,At-Risk VIPs,Cluster 3,🔴 High Churn Risk,34.5,65.5,167,10,9202.78,697,920.28,Electronics & Audio,2,3,4,5,234,3.5,0.46,422.55,147.89,1.1998,0.8691,-0.2996,Immediate intervention to reignite brand affinity before permanent churn occurs.,High-Priority Win-Back Email / SMS / Direct Outreach,"High-Value Reactivation Voucher (20-25% off), Free Renewal",Send personalized executive outreach asking for direct feedback.,"⚠️ We miss you, {Customer_Name} — Here is 25% off your return",Reclaim Your 25% Discount,2024-09-22 08:12:20,2026-03-06 17:05:35,48,14
CUST-0121,Champions,Cluster 3,🟢 Low Churn Risk,92.8,7.2,9,17,9138.66,504,537.57,Electronics & Audio,5,5,4,4,554,4.5,2.69,1448.54,506.99,1.5377,-1.131,0.6484,"Reward loyalty, maximize retention, elevate brand advocacy, and introduce exclusive high-ticket drops.",VIP Concierge / Direct Email / Exclusive Portal,"VIP Early Access, Concierge Perks, Loyalty Multipliers",Grant 48-hour early access to upcoming product lines.,👑 VIP Exclusive: You have first access to our flagship release,Explore Private Drop,2025-04-03 15:34:13,2026-08-11 16:43:28,85,25
CUST-0226,Potential Growth,Cluster 3,🟡 Moderate Watch,68.3,31.7,35,15,9079.65,348,605.31,Electronics & Audio,3,5,4,2,354,3.5,2.44,1477.23,517.03,1.2342,-0.506,-0.1283,"Build habitual repurchase cadence, educate on full product ecosystem, and increase frequency.",Educational Email Drips / On-Site Personalization,"Next-Purchase Vouchers, Category Discovery Incentives",Enroll into multi-part ecosystem education workflows.,🚀 Take your experience further: $25 gift for your next order,Claim $25 Credit,2025-09-06 11:57:44,2026-07-16 08:36:03,59,23
CUST-0163,Champions,Cluster 3,🟢 Low Churn Risk,85.6,14.4,20,13,9072.34,318,697.87,Computer Accessories,4,4,4,2,444,3.5,2.89,2018.95,706.63,1.0842,-0.8543,0.0574,"Reward loyalty, maximize retention, elevate brand advocacy, and introduce exclusive high-ticket drops.",VIP Concierge / Direct Email / Exclusive Portal,"VIP Early Access, Concierge Perks, Loyalty Multipliers",Grant 48-hour early access to upcoming product lines.,👑 VIP Exclusive: You have first access to our flagship release,Explore Private Drop,2025-10-05 22:21:23,2026-07-31 14:56:40,51,17
CUST-0321,Potential Growth,Cluster 3,🟢 Low Churn Risk,81.2,18.8,36,12,9043.75,421,753.65,Electronics & Audio,3,4,4,3,344,3.5,2.0,1510.82,528.79,1.1359,-0.3482,0.0071,"Build habitual repurchase cadence, educate on full product ecosystem, and increase frequency.",Educational Email Drips / On-Site Personalization,"Next-Purchase Vouchers, Category Discovery Incentives",Enroll into multi-part ecosystem education workflows.,🚀 Take your experience further: $25 gift for your next order,Claim $25 Credit,2025-06-25 14:33:02,2026-07-15 18:04:12,51,20
CUST-0033,At-Risk VIPs,Cluster 3,🔴 High Churn Risk,5.2,94.8,197,10,8885.52,508,888.55,Electronics & Audio,2,3,4,4,234,3.25,0.09,82.67,28.93,1.0345,0.8152,-0.565,Immediate intervention to reignite brand affinity before permanent churn occurs.,High-Priority Win-Back Email / SMS / Direct Outreach,"High-Value Reactivation Voucher (20-25% off), Free Renewal",Send personalized executive outreach asking for direct feedback.,"⚠️ We miss you, {Customer_Name} — Here is 25% off your return",Reclaim Your 25% Discount,2025-03-30 13:17:21,2026-02-04 13:18:08,63,15
CUST-0231,At-Risk VIPs,Cluster 3,🔴 High Churn Risk,9.1,90.9,158,14,8843.82,620,631.7,Smart Office & Furniture,2,4,4,5,244,3.75,0.18,115.73,40.51,1.4039,0.7165,-0.3706,Immediate intervention to reignite brand affinity before permanent churn occurs.,High-Priority Win-Back Email / SMS / Direct Outreach,"High-Value Reactivation Voucher (20-25% off), Free Renewal",Send personalized executive outreach asking for direct feedback.,"⚠️ We miss you, {Customer_Name} — Here is 25% off your return",Reclaim Your 25% Discount,2024-12-08 08:34:48,2026-03-14 22:44:39,59,21
CUST-0244,At-Risk VIPs,Cluster 3,🔴 High Churn Risk,3.8,96.2,128,14,8761.81,428,625.84,Electronics & Audio,2,4,4,3,244,3.25,0.11,67.37,23.58,1.2322,0.4018,-0.5205,Immediate intervention to reignite brand affinity before permanent churn occurs.,High-Priority Win-Back Email / SMS / Direct Outreach,"High-Value Reactivation Voucher (20-25% off), Free Renewal",Send personalized executive outreach asking for direct feedback.,"⚠️ We miss you, {Customer_Name} — Here is 25% off your return",Reclaim Your 25% Discount,2025-06-18 08:24:21,2026-04-14 14:31:22,54,19
CUST-0192,At-Risk VIPs,Cluster 3,🟡 Moderate Watch,57.0,43.0,103,12,8707.56,682,725.63,Smart Office & Furniture,2,4,4,5,244,3.75,0.91,662.13,231.74,1.3225,0.5368,-0.1065,Immediate intervention to reignite brand affinity before permanent churn occurs.,High-Priority Win-Back Email / SMS / Direct Outreach,"High-Value Reactivation Voucher (20-25% off), Free Renewal",Send personalized executive outreach asking for direct feedback.,"⚠️ We miss you, {Customer_Name} — Here is 25% off your return",Reclaim Your 25% Discount,2024-10-07 18:48:30,2026-05-08 22:52:26,59,19
CUST-0246,Champions,Cluster 3,🟢 Low Churn Risk,92.3,7.7,15,13,8559.65,571,658.43,Electronics & Audio,5,4,4,4,544,4.25,1.87,1231.49,431.02,1.3344,-0.7158,0.577,"Reward loyalty, maximize retention, elevate brand advocacy, and introduce exclusive high-ticket drops.",VIP Concierge / Direct Email / Exclusive Portal,"VIP Early Access, Concierge Perks, Loyalty Multipliers",Grant 48-hour early access to upcoming product lines.,👑 VIP Exclusive: You have first access to our flagship release,Explore Private Drop,2025-01-26 20:56:53,2026-08-05 16:28:45,50,18
CUST-0437,Potential Growth,Cluster 3,🟢 Low Churn Risk,81.6,18.4,49,14,8533.76,676,609.55,Electronics & Audio,3,5,4,5,354,4.25,1.52,924.98,323.74,1.4504,0.0554,0.1937,"Build habitual repurchase cadence, educate on full product ecosystem, and increase frequency.",Educational Email Drips / On-Site Personalization,"Next-Purchase Vouchers, Category Discovery Incentives",Enroll into multi-part ecosystem education workflows.,🚀 Take your experience further: $25 gift for your next order,Claim $25 Credit,2024-10-13 15:48:15,2026-07-02 10:33:19,51,20
CUST-0284,Can't Lose Them,Cluster 3,🔴 High Churn Risk,2.0,98.0,298,13,8514.19,589,654.94,Smart Office & Furniture,1,4,4,5,144,3.5,0.04,25.79,9.03,1.2899,1.0989,-0.6545,"High-touch, high-urgency win-back campaigns and qualitative feedback discovery.",Executive Win-back Email / Phone Concierge / High-Incentive Push,"Aggressive 30% Off Voucher, Complimentary Premium Gift",Deploy 'Voice of Customer' survey with a substantial gift card incentive.,🚨 An urgent message from our leadership team,Restore My VIP Status,2025-01-08 10:52:39,2025-10-26 13:18:58,61,15
CUST-0264,Champions,Cluster 3,🟢 Low Churn Risk,91.0,9.0,24,12,8492.92,635,707.74,Electronics & Audio,4,4,4,5,444,4.25,1.56,1101.5,385.52,1.3058,-0.371,0.4657,"Reward loyalty, maximize retention, elevate brand advocacy, and introduce exclusive high-ticket drops.",VIP Concierge / Direct Email / Exclusive Portal,"VIP Early Access, Concierge Perks, Loyalty Multipliers",Grant 48-hour early access to upcoming product lines.,👑 VIP Exclusive: You have first access to our flagship release,Explore Private Drop,2024-11-23 10:01:35,2026-07-26 22:55:50,69,19
CUST-0083,At-Risk VIPs,Cluster 3,🔴 High Churn Risk,4.2,95.8,127,14,8426.43,431,601.89,Electronics & Audio,2,4,4,3,244,3.25,0.12,70.31,24.61,1.2182,0.4067,-0.4992,Immediate intervention to reignite brand affinity before permanent churn occurs.,High-Priority Win-Back Email / SMS / Direct Outreach,"High-Value Reactivation Voucher (20-25% off), Free Renewal",Send personalized executive outreach asking for direct feedback.,"⚠️ We miss you, {Customer_Name} — Here is 25% off your return",Reclaim Your 25% Discount,2025-06-15 17:28:43,2026-04-15 21:25:29,72,21
CUST-0227,Potential Growth,Cluster 3,🟡 Moderate Watch,70.6,29.4,49,13,8363.25,448,643.33,Electronics & Audio,3,4,4,3,344,3.5,1.78,1143.33,400.17,1.1897,-0.1352,-0.0618,"Build habitual repurchase cadence, educate on full product ecosystem, and increase frequency.",Educational Email Drips / On-Site Personalization,"Next-Purchase Vouchers, Category Discovery Incentives",Enroll into multi-part ecosystem education workflows.,🚀 Take your experience further: $25 gift for your next order,Claim $25 Credit,2025-05-29 08:50:14,2026-07-02 19:01:21,52,19
CUST-0297,Champions,Cluster 3,🟢 Low Churn Risk,90.5,9.5,21,15,8353.97,625,556.93,Smart Office & Furniture,4,5,4,5,454,4.5,1.93,1072.8,375.48,1.4776,-0.4988,0.4946,"Reward loyalty, maximize retention, elevate brand advocacy, and introduce exclusive high-ticket drops.",VIP Concierge / Direct Email / Exclusive Portal,"VIP Early Access, Concierge Perks, Loyalty Multipliers",Grant 48-hour early access to upcoming product lines.,👑 VIP Exclusive: You have first access to our flagship release,Explore Private Drop,2024-12-03 08:26:05,2026-07-30 10:07:39,52,19
CUST-0133,At-Risk VIPs,Cluster 3,🔴 High Churn Risk,20.3,79.7,129,13,8307.08,573,639.01,Electronics & Audio,2,4,4,4,244,3.5,0.41,261.92,91.67,1.2822,0.5773,-0.3074,Immediate intervention to reignite brand affinity before permanent churn occurs.,High-Priority Win-Back Email / SMS / Direct Outreach,"High-Value Reactivation Voucher (20-25% off), Free Renewal",Send personalized executive outreach asking for direct feedback.,"⚠️ We miss you, {Customer_Name} — Here is 25% off your return",Reclaim Your 25% Discount,2025-01-24 10:35:09,2026-04-12 22:57:15,60,18
CUST-0395,Champions,Cluster 3,🟢 Low Churn Risk,84.6,15.4,23,18,8295.78,467,460.88,Wearables & Fitness,4,5,4,3,454,4.0,2.77,1277.73,447.2,1.4903,-0.6283,0.2514,"Reward loyalty, maximize retention, elevate brand advocacy, and introduce exclusive high-ticket drops.",VIP Concierge / Direct Email / Exclusive Portal,"VIP Early Access, Concierge Perks, Loyalty Multipliers",Grant 48-hour early access to upcoming product lines.,👑 VIP Exclusive: You have first access to our flagship release,Explore Private Drop,2025-05-10 17:54:20,2026-07-28 21:05:21,85,24
CUST-0287,Potential Growth,Cluster 3,🟡 Moderate Watch,59.0,41.0,46,14,8149.37,363,582.1,Electronics & Audio,3,5,4,3,354,3.75,1.91,1110.8,388.78,1.1431,-0.2903,-0.1711,"Build habitual repurchase cadence, educate on full product ecosystem, and increase frequency.",Educational Email Drips / On-Site Personalization,"Next-Purchase Vouchers, Category Discovery Incentives",Enroll into multi-part ecosystem education workflows.,🚀 Take your experience further: $25 gift for your next order,Claim $25 Credit,2025-08-22 14:30:09,2026-07-05 18:49:30,49,19
CUST-0077,Champions,Cluster 3,🟢 Low Churn Risk,75.6,24.4,28,15,8125.94,333,541.73,Smart Office & Furniture,4,5,4,2,454,3.75,2.81,1520.3,532.11,1.1685,-0.6437,-0.0264,"Reward loyalty, maximize retention, elevate brand advocacy, and introduce exclusive high-ticket drops.",VIP Concierge / Direct Email / Exclusive Portal,"VIP Early Access, Concierge Perks, Loyalty Multipliers",Grant 48-hour early access to upcoming product lines.,👑 VIP Exclusive: You have first access to our flagship release,Explore Private Drop,2025-09-21 19:21:42,2026-07-23 21:06:08,57,26
CUST-0305,Champions,Cluster 3,🟢 Low Churn Risk,86.4,13.6,24,17,8089.89,522,475.88,Computer Accessories,4,5,4,4,454,4.25,2.43,1157.44,405.11,1.4819,-0.5315,0.321,"Reward loyalty, maximize retention, elevate brand advocacy, and introduce exclusive high-ticket drops.",VIP Concierge / Direct Email / Exclusive Portal,"VIP Early Access, Concierge Perks, Loyalty Multipliers",Grant 48-hour early access to upcoming product lines.,👑 VIP Exclusive: You have first access to our flagship release,Explore Private Drop,2025-03-16 19:09:13,2026-07-27 16:33:44,77,21
CUST-0293,At-Risk VIPs,Cluster 3,🔴 High Churn Risk,2.5,97.5,154,9,8020.13,318,891.13,Electronics & Audio,2,3,4,2,234,2.75,0.06,53.09,18.58,0.6922,0.4638,-0.7218,Immediate intervention to reignite brand affinity before permanent churn occurs.,High-Priority Win-Back Email / SMS / Direct Outreach,"High-Value Reactivation Voucher (20-25% off), Free Renewal",Send personalized executive outreach asking for direct feedback.,"⚠️ We miss you, {Customer_Name} — Here is 25% off your return",Reclaim Your 25% Discount,2025-10-06 11:49:54,2026-03-19 19:47:44,41,12
CUST-0096,At-Risk VIPs,Cluster 3,🟡 Moderate Watch,45.7,54.3,119,11,8001.16,623,727.38,Electronics & Audio,2,3,4,5,234,3.5,0.74,534.87,187.2,1.1691,0.609,-0.1898,Immediate intervention to reignite brand affinity before permanent churn occurs.,High-Priority Win-Back Email / SMS / Direct Outreach,"High-Value Reactivation Voucher (20-25% off), Free Renewal",Send personalized executive outreach asking for direct feedback.,"⚠️ We miss you, {Customer_Name} — Here is 25% off your return",Reclaim Your 25% Discount,2024-12-05 10:14:00,2026-04-23 11:43:31,40,13
CUST-0301,Potential Growth,Cluster 3,🟡 Moderate Watch,73.6,26.4,43,15,7979.93,483,532.0,Electronics & Audio,3,5,4,4,354,4.0,1.98,1050.88,367.81,1.3245,-0.1966,0.0447,"Build habitual repurchase cadence, educate on full product ecosystem, and increase frequency.",Educational Email Drips / On-Site Personalization,"Next-Purchase Vouchers, Category Discovery Incentives",Enroll into multi-part ecosystem education workflows.,🚀 Take your experience further: $25 gift for your next order,Claim $25 Credit,2025-04-24 08:48:57,2026-07-08 13:11:17,54,24
CUST-0001,At-Risk VIPs,Cluster 3,🟡 Moderate Watch,45.4,54.6,112,13,7948.0,682,611.38,Electronics & Audio,2,4,4,5,244,3.75,0.78,477.71,167.2,1.3458,0.5864,-0.1182,Immediate intervention to reignite brand affinity before permanent churn occurs.,High-Priority Win-Back Email / SMS / Direct Outreach,"High-Value Reactivation Voucher (20-25% off), Free Renewal",Send personalized executive outreach asking for direct feedback.,"⚠️ We miss you, {Customer_Name} — Here is 25% off your return",Reclaim Your 25% Discount,2024-10-07 14:02:07,2026-04-30 18:46:14,55,19
CUST-0251,At-Risk VIPs,Cluster 3,🟡 Moderate Watch,45.7,54.3,105,12,7935.44,596,661.29,Electronics & Audio,2,4,4,5,244,3.75,0.83,547.68,191.69,1.2182,0.4947,-0.171,Immediate intervention to reignite brand affinity before permanent churn occurs.,High-Priority Win-Back Email / SMS / Direct Outreach,"High-Value Reactivation Voucher (20-25% off), Free Renewal",Send personalized executive outreach asking for direct feedback.,"⚠️ We miss you, {Customer_Name} — Here is 25% off your return",Reclaim Your 25% Discount,2025-01-01 10:45:33,2026-05-06 21:26:51,55,18
CUST-0219,Potential Growth,Cluster 3,🟡 Moderate Watch,50.7,49.3,34,15,7823.55,254,521.57,Smart Office & Furniture,3,5,4,2,354,3.5,2.35,1228.07,429.82,1.0227,-0.6593,-0.2709,"Build habitual repurchase cadence, educate on full product ecosystem, and increase frequency.",Educational Email Drips / On-Site Personalization,"Next-Purchase Vouchers, Category Discovery Incentives",Enroll into multi-part ecosystem education workflows.,🚀 Take your experience further: $25 gift for your next order,Claim $25 Credit,2025-12-09 15:46:41,2026-07-16 22:44:29,63,23
CUST-0155,Potential Growth,Cluster 3,🟢 Low Churn Risk,80.9,19.1,42,13,7817.78,523,601.37,Electronics & Audio,3,4,4,4,344,3.75,1.77,1066.18,373.16,1.2342,-0.1389,0.1274,"Build habitual repurchase cadence, educate on full product ecosystem, and increase frequency.",Educational Email Drips / On-Site Personalization,"Next-Purchase Vouchers, Category Discovery Incentives",Enroll into multi-part ecosystem education workflows.,🚀 Take your experience further: $25 gift for your next order,Claim $25 Credit,2025-03-15 10:04:29,2026-07-09 18:48:53,61,25
CUST-0178,Potential Growth,Cluster 3,🟢 Low Churn Risk,83.7,16.3,35,12,7747.39,463,645.62,Electronics & Audio,3,4,4,3,344,3.5,1.9,1228.13,429.85,1.1114,-0.2927,0.1343,"Build habitual repurchase cadence, educate on full product ecosystem, and increase frequency.",Educational Email Drips / On-Site Personalization,"Next-Purchase Vouchers, Category Discovery Incentives",Enroll into multi-part ecosystem education workflows.,🚀 Take your experience further: $25 gift for your next order,Claim $25 Credit,2025-05-14 13:14:40,2026-07-16 17:34:52,48,20
CUST-0142,At-Risk VIPs,Cluster 3,🟡 Moderate Watch,50.6,49.4,152,9,7722.92,705,858.1,Electronics & Audio,2,3,4,5,234,3.5,0.61,521.21,182.42,1.0442,0.865,-0.182,Immediate intervention to reignite brand affinity before permanent churn occurs.,High-Priority Win-Back Email / SMS / Direct Outreach,"High-Value Reactivation Voucher (20-25% off), Free Renewal",Send personalized executive outreach asking for direct feedback.,"⚠️ We miss you, {Customer_Name} — Here is 25% off your return",Reclaim Your 25% Discount,2024-09-14 18:06:25,2026-03-20 21:28:39,52,15
CUST-0044,At-Risk VIPs,Cluster 3,🔴 High Churn Risk,30.9,69.1,125,13,7709.61,637,593.05,Smart Office & Furniture,2,4,4,5,244,3.75,0.57,335.52,117.43,1.2985,0.6234,-0.199,Immediate intervention to reignite brand affinity before permanent churn occurs.,High-Priority Win-Back Email / SMS / Direct Outreach,"High-Value Reactivation Voucher (20-25% off), Free Renewal",Send personalized executive outreach asking for direct feedback.,"⚠️ We miss you, {Customer_Name} — Here is 25% off your return",Reclaim Your 25% Discount,2024-11-21 08:54:08,2026-04-17 11:53:07,43,16
CUST-0439,At-Risk VIPs,Cluster 3,🔴 High Churn Risk,12.7,87.3,162,12,7705.68,592,642.14,Electronics & Audio,2,4,4,5,244,3.75,0.23,148.86,52.1,1.1937,0.7602,-0.3495,Immediate intervention to reignite brand affinity before permanent churn occurs.,High-Priority Win-Back Email / SMS / Direct Outreach,"High-Value Reactivation Voucher (20-25% off), Free Renewal",Send personalized executive outreach asking for direct feedback.,"⚠️ We miss you, {Customer_Name} — Here is 25% off your return",Reclaim Your 25% Discount,2025-01-05 18:40:39,2026-03-10 22:38:55,62,19
CUST-0092,Can't Lose Them,Cluster 3,🔴 High Churn Risk,2.0,98.0,357,11,7628.2,590,693.47,Electronics & Audio,1,3,4,5,134,3.25,0.03,23.43,8.2,1.1015,1.2602,-0.677,"High-touch, high-urgency win-back campaigns and qualitative feedback discovery.",Executive Win-back Email / Phone Concierge / High-Incentive Push,"Aggressive 30% Off Voucher, Complimentary Premium Gift",Deploy 'Voice of Customer' survey with a substantial gift card incentive.,🚨 An urgent message from our leadership team,Restore My VIP Status,2025-01-07 17:50:10,2025-08-28 08:08:14,52,14
CUST-0255,Potential Growth,Cluster 3,🟢 Low Churn Risk,84.3,15.7,35,14,7559.65,552,539.98,Electronics & Audio,3,5,4,4,354,4.0,1.88,1017.58,356.15,1.3088,-0.2301,0.2433,"Build habitual repurchase cadence, educate on full product ecosystem, and increase frequency.",Educational Email Drips / On-Site Personalization,"Next-Purchase Vouchers, Category Discovery Incentives",Enroll into multi-part ecosystem education workflows.,🚀 Take your experience further: $25 gift for your next order,Claim $25 Credit,2025-02-14 12:54:33,2026-07-15 22:10:06,45,19
CUST-0436,At-Risk VIPs,Cluster 3,🔴 High Churn Risk,2.0,98.0,180,14,7532.6,462,538.04,Electronics & Audio,2,5,4,3,254,3.5,0.05,28.2,9.87,1.1936,0.6722,-0.5635,Immediate intervention to reignite brand affinity before permanent churn occurs.,High-Priority Win-Back Email / SMS / Direct Outreach,"High-Value Reactivation Voucher (20-25% off), Free Renewal",Send personalized executive outreach asking for direct feedback.,"⚠️ We miss you, {Customer_Name} — Here is 25% off your return",Reclaim Your 25% Discount,2025-05-15 21:09:01,2026-02-21 12:56:30,51,18
CUST-0277,At-Risk VIPs,Cluster 3,🔴 High Churn Risk,31.2,68.8,111,11,7356.04,486,668.73,Electronics & Audio,2,4,4,4,244,3.5,0.63,419.42,146.8,1.0179,0.4539,-0.294,Immediate intervention to reignite brand affinity before permanent churn occurs.,High-Priority Win-Back Email / SMS / Direct Outreach,"High-Value Reactivation Voucher (20-25% off), Free Renewal",Send personalized executive outreach asking for direct feedback.,"⚠️ We miss you, {Customer_Name} — Here is 25% off your return",Reclaim Your 25% Discount,2025-04-20 22:17:55,2026-05-01 09:25:02,42,13
CUST-0351,Champions,Cluster 3,🟢 Low Churn Risk,78.8,21.2,29,15,7349.63,382,489.98,Smart Office & Furniture,4,5,4,3,454,4.0,2.6,1274.09,445.93,1.1865,-0.5377,0.0835,"Reward loyalty, maximize retention, elevate brand advocacy, and introduce exclusive high-ticket drops.",VIP Concierge / Direct Email / Exclusive Portal,"VIP Early Access, Concierge Perks, Loyalty Multipliers",Grant 48-hour early access to upcoming product lines.,👑 VIP Exclusive: You have first access to our flagship release,Explore Private Drop,2025-08-03 17:32:35,2026-07-21 21:35:20,58,23
CUST-0172,At-Risk VIPs,Cluster 3,🔴 High Churn Risk,10.2,89.8,146,8,7257.43,350,907.18,Smart Office & Furniture,2,3,4,2,234,2.75,0.21,187.31,65.56,0.5996,0.5177,-0.5913,Immediate intervention to reignite brand affinity before permanent churn occurs.,High-Priority Win-Back Email / SMS / Direct Outreach,"High-Value Reactivation Voucher (20-25% off), Free Renewal",Send personalized executive outreach asking for direct feedback.,"⚠️ We miss you, {Customer_Name} — Here is 25% off your return",Reclaim Your 25% Discount,2025-09-04 12:37:27,2026-03-27 12:28:35,53,15
CUST-0038,Champions,Cluster 3,🟢 Low Churn Risk,94.2,5.8,6,12,7181.99,511,598.5,Electronics & Audio,5,4,4,4,544,4.25,1.96,1173.07,410.57,1.1549,-1.2366,0.9262,"Reward loyalty, maximize retention, elevate brand advocacy, and introduce exclusive high-ticket drops.",VIP Concierge / Direct Email / Exclusive Portal,"VIP Early Access, Concierge Perks, Loyalty Multipliers",Grant 48-hour early access to upcoming product lines.,👑 VIP Exclusive: You have first access to our flagship release,Explore Private Drop,2025-03-27 14:23:43,2026-08-14 17:29:04,51,15
CUST-0340,Champions,Cluster 3,🟢 Low Churn Risk,90.9,9.1,25,13,7116.63,694,547.43,Electronics & Audio,4,4,4,5,444,4.25,1.54,843.41,295.19,1.333,-0.2899,0.5604,"Reward loyalty, maximize retention, elevate brand advocacy, and introduce exclusive high-ticket drops.",VIP Concierge / Direct Email / Exclusive Portal,"VIP Early Access, Concierge Perks, Loyalty Multipliers",Grant 48-hour early access to upcoming product lines.,👑 VIP Exclusive: You have first access to our flagship release,Explore Private Drop,2024-09-25 09:02:08,2026-07-26 20:31:06,68,18
CUST-0336,Potential Growth,Cluster 3,🟢 Low Churn Risk,81.6,18.4,45,13,7111.46,579,547.04,Electronics & Audio,3,4,4,4,344,3.75,1.63,893.22,312.63,1.2377,-0.0312,0.1977,"Build habitual repurchase cadence, educate on full product ecosystem, and increase frequency.",Educational Email Drips / On-Site Personalization,"Next-Purchase Vouchers, Category Discovery Incentives",Enroll into multi-part ecosystem education workflows.,🚀 Take your experience further: $25 gift for your next order,Claim $25 Credit,2025-01-18 10:08:54,2026-07-06 11:51:19,47,20
