InvoiceNo,CustomerID,PurchaseDate,ProductCategory,Product,Quantity,UnitPrice,TotalSpend
INV-101375,CUST-0069,2025-04-10 13:12:40,Computer Accessories,Custom Mechanical RGB Keyboard,4,149.8,599.2
INV-103294,CUST-0257,2025-04-10 16:35:18,Computer Accessories,Custom Mechanical RGB Keyboard,6,174.62,1047.72
INV-103777,CUST-0445,2025-04-10 17:41:37,Computer Accessories,Custom Mechanical RGB Keyboard,2,139.68,279.36
INV-100686,CUST-0421,2025-04-10 17:47:24,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,3,39.06,117.18
INV-100031,CUST-0282,2025-04-10 20:43:54,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),4,37.17,148.68
INV-103776,CUST-0445,2025-04-10 21:13:36,Electronics & Audio,Thunderbolt 4 Docking Station,2,186.11,372.22
INV-103434,CUST-0362,2025-04-11 10:26:36,Electronics & Audio,4K Curved Ultra-Wide Gaming Monitor,2,620.84,1241.68
INV-103209,CUST-0425,2025-04-11 10:51:19,Smart Office & Furniture,Smart LED Desk Bar Lamp,2,58.8,117.6
INV-103678,CUST-0261,2025-04-11 12:27:36,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,6,44.38,266.28
INV-103209,CUST-0425,2025-04-11 14:11:36,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,6,42.72,256.32
INV-100358,CUST-0035,2025-04-11 14:14:51,Smart Office & Furniture,Motorized Standing Desk Frame,1,424.61,424.61
INV-100904,CUST-0093,2025-04-11 15:50:05,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,5,90.0,450.0
INV-101119,CUST-0316,2025-04-11 16:16:52,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),2,33.39,66.78
INV-102505,CUST-0225,2025-04-11 17:39:08,Computer Accessories,Premium Aluminum Monitor Arm,2,70.22,140.44
INV-100904,CUST-0093,2025-04-11 19:09:55,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,3,39.94,119.82
INV-103434,CUST-0362,2025-04-11 19:42:33,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),3,37.91,113.73
INV-100904,CUST-0093,2025-04-11 20:54:45,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),5,36.83,184.15
INV-102887,CUST-0349,2025-04-12 08:04:41,Electronics & Audio,Thunderbolt 4 Docking Station,2,196.43,392.86
INV-103361,CUST-0081,2025-04-12 09:04:04,Computer Accessories,Premium Aluminum Monitor Arm,5,75.97,379.85
INV-100211,CUST-0174,2025-04-12 10:01:20,Wearables & Fitness,Titanium GPS Smart Fitness Watch,3,271.45,814.35
INV-103566,CUST-0033,2025-04-12 11:00:54,Computer Accessories,Premium Aluminum Monitor Arm,5,74.48,372.4
INV-103843,CUST-0036,2025-04-12 12:38:16,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,2,79.21,158.42
INV-103566,CUST-0033,2025-04-12 14:41:08,Smart Office & Furniture,Motorized Standing Desk Frame,2,441.14,882.28
INV-103703,CUST-0426,2025-04-12 15:52:40,Smart Office & Furniture,Smart LED Desk Bar Lamp,1,48.44,48.44
INV-102648,CUST-0298,2025-04-12 19:02:37,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,5,89.98,449.9
INV-103267,CUST-0260,2025-04-12 21:03:46,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),5,39.73,198.65
INV-103361,CUST-0081,2025-04-12 21:09:16,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,6,99.42,596.52
INV-101604,CUST-0209,2025-04-13 09:04:49,Computer Accessories,Custom Mechanical RGB Keyboard,2,151.22,302.44
INV-101087,CUST-0176,2025-04-13 10:43:19,Computer Accessories,Premium Aluminum Monitor Arm,1,69.69,69.69
INV-101604,CUST-0209,2025-04-13 11:01:51,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),4,33.53,134.12
INV-102998,CUST-0439,2025-04-13 11:14:34,Computer Accessories,Premium Aluminum Monitor Arm,2,68.1,136.2
INV-102998,CUST-0439,2025-04-13 12:05:53,Computer Accessories,Premium Aluminum Monitor Arm,4,65.52,262.08
INV-102998,CUST-0439,2025-04-13 14:38:11,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,5,85.0,425.0
INV-100549,CUST-0005,2025-04-13 18:45:24,Smart Office & Furniture,Ergonomic Lumbar Executive Chair,5,296.05,1480.25
INV-100549,CUST-0005,2025-04-13 19:48:59,Electronics & Audio,Noise-Cancelling Studio Pro Headphones,4,324.75,1299.0
INV-101604,CUST-0209,2025-04-13 20:11:34,Smart Office & Furniture,Smart LED Desk Bar Lamp,1,49.07,49.07
INV-103533,CUST-0240,2025-04-14 16:41:33,Smart Office & Furniture,Smart LED Desk Bar Lamp,6,57.83,346.98
INV-103386,CUST-0387,2025-04-14 22:21:49,Computer Accessories,Premium Aluminum Monitor Arm,2,74.84,149.68
INV-103210,CUST-0425,2025-04-15 09:27:00,Smart Office & Furniture,Ergonomic Lumbar Executive Chair,5,324.98,1624.9
INV-103210,CUST-0425,2025-04-15 10:34:35,Wearables & Fitness,Heart Rate Performance Sensor Band,3,104.19,312.57
INV-101020,CUST-0423,2025-04-15 13:18:23,Wearables & Fitness,Titanium GPS Smart Fitness Watch,4,280.15,1120.6
INV-101020,CUST-0423,2025-04-15 14:02:57,Smart Office & Furniture,Smart LED Desk Bar Lamp,5,56.55,282.75
INV-101020,CUST-0423,2025-04-15 14:15:13,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,6,95.55,573.3
INV-103727,CUST-0256,2025-04-15 21:59:13,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),1,29.94,29.94
INV-101021,CUST-0423,2025-04-16 08:09:49,Wearables & Fitness,Titanium GPS Smart Fitness Watch,4,265.08,1060.32
INV-103844,CUST-0036,2025-04-16 08:23:26,Smart Office & Furniture,Motorized Standing Desk Frame,1,351.34,351.34
INV-100964,CUST-0046,2025-04-16 08:24:26,Electronics & Audio,Noise-Cancelling Studio Pro Headphones,2,319.19,638.38
INV-101627,CUST-0067,2025-04-16 12:05:15,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,4,85.45,341.8
INV-101021,CUST-0423,2025-04-16 15:20:10,Wearables & Fitness,Titanium GPS Smart Fitness Watch,1,273.88,273.88
INV-101021,CUST-0423,2025-04-16 20:50:57,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),3,35.88,107.64
INV-103118,CUST-0251,2025-04-16 21:21:05,Wearables & Fitness,Titanium GPS Smart Fitness Watch,1,268.38,268.38
INV-103435,CUST-0362,2025-04-17 14:23:32,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),4,38.74,154.96
INV-101801,CUST-0248,2025-04-17 14:55:31,Electronics & Audio,Noise-Cancelling Studio Pro Headphones,4,304.79,1219.16
INV-101801,CUST-0248,2025-04-17 22:07:29,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),4,32.25,129.0
INV-103752,CUST-0029,2025-04-19 08:59:48,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,2,34.9,69.8
INV-101022,CUST-0423,2025-04-19 10:07:36,Computer Accessories,Premium Aluminum Monitor Arm,4,71.8,287.2
INV-103534,CUST-0240,2025-04-19 10:12:07,Wearables & Fitness,Titanium GPS Smart Fitness Watch,4,306.2,1224.8
INV-101022,CUST-0423,2025-04-19 12:48:56,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,3,91.31,273.93
INV-101347,CUST-0315,2025-04-19 14:02:32,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),3,31.24,93.72
INV-103752,CUST-0029,2025-04-19 15:12:22,Wearables & Fitness,Heart Rate Performance Sensor Band,2,85.72,171.44
INV-103534,CUST-0240,2025-04-19 17:55:37,Wearables & Fitness,Heart Rate Performance Sensor Band,6,103.45,620.7
INV-101022,CUST-0423,2025-04-19 19:49:29,Computer Accessories,Custom Mechanical RGB Keyboard,1,159.33,159.33
INV-102692,CUST-0087,2025-04-20 08:20:14,Electronics & Audio,Thunderbolt 4 Docking Station,2,195.44,390.88
INV-101042,CUST-0364,2025-04-20 09:40:28,Smart Office & Furniture,Smart LED Desk Bar Lamp,5,56.87,284.35
INV-102888,CUST-0349,2025-04-20 10:36:48,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,1,37.78,37.78
INV-102003,CUST-0155,2025-04-20 14:02:47,Computer Accessories,Premium Aluminum Monitor Arm,3,66.97,200.91
INV-102692,CUST-0087,2025-04-20 18:11:03,Electronics & Audio,Thunderbolt 4 Docking Station,5,193.09,965.45
INV-102754,CUST-0133,2025-04-20 20:07:14,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,3,88.91,266.73
INV-100710,CUST-0157,2025-04-20 20:09:35,Smart Office & Furniture,Motorized Standing Desk Frame,6,434.54,2607.24
INV-100710,CUST-0157,2025-04-20 20:59:16,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,3,88.68,266.04
INV-103387,CUST-0387,2025-04-20 21:11:29,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,6,97.31,583.86
INV-100710,CUST-0157,2025-04-20 22:10:20,Computer Accessories,Premium Aluminum Monitor Arm,5,69.89,349.45
INV-103159,CUST-0277,2025-04-20 22:17:55,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,1,84.14,84.14
INV-100398,CUST-0090,2025-04-21 08:49:25,Electronics & Audio,4K Curved Ultra-Wide Gaming Monitor,4,551.03,2204.12
INV-101639,CUST-0213,2025-04-21 16:19:18,Smart Office & Furniture,Ergonomic Lumbar Executive Chair,4,271.89,1087.56
INV-100761,CUST-0060,2025-04-22 11:51:47,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,4,92.3,369.2
INV-103317,CUST-0323,2025-04-22 18:37:52,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,5,44.15,220.75
INV-103580,CUST-0306,2025-04-23 12:05:44,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,6,94.36,566.16
INV-103616,CUST-0079,2025-04-23 18:31:57,Computer Accessories,Premium Aluminum Monitor Arm,2,75.1,150.2
INV-103211,CUST-0425,2025-04-23 19:02:11,Smart Office & Furniture,Ergonomic Lumbar Executive Chair,2,325.36,650.72
INV-101943,CUST-0301,2025-04-24 08:48:57,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),4,33.78,135.12
INV-103436,CUST-0362,2025-04-24 08:54:36,Electronics & Audio,Thunderbolt 4 Docking Station,4,227.24,908.96
INV-100687,CUST-0421,2025-04-24 10:13:17,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,2,90.84,181.68
INV-103318,CUST-0323,2025-04-24 15:00:57,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,4,96.01,384.04
INV-102573,CUST-0335,2025-04-24 20:10:52,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,2,37.26,74.52
INV-100687,CUST-0421,2025-04-24 21:37:03,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),4,35.49,141.96
INV-103740,CUST-0138,2025-04-25 08:02:06,Computer Accessories,Custom Mechanical RGB Keyboard,1,140.93,140.93
INV-103212,CUST-0425,2025-04-25 08:09:43,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,2,93.2,186.4
INV-100934,CUST-0340,2025-04-25 09:35:16,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,6,88.75,532.5
INV-101534,CUST-0193,2025-04-25 10:58:31,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,4,80.55,322.2
INV-103740,CUST-0138,2025-04-25 11:12:38,Wearables & Fitness,Heart Rate Performance Sensor Band,2,86.95,173.9
INV-103845,CUST-0036,2025-04-25 12:51:16,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),2,30.12,60.24
INV-103740,CUST-0138,2025-04-25 15:54:25,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,1,34.69,34.69
INV-101842,CUST-0255,2025-04-25 19:45:10,Electronics & Audio,Noise-Cancelling Studio Pro Headphones,3,308.29,924.87
INV-103886,CUST-0023,2025-04-26 08:38:56,Smart Office & Furniture,Smart LED Desk Bar Lamp,1,48.4,48.4
INV-102562,CUST-0433,2025-04-26 11:43:46,Computer Accessories,Custom Mechanical RGB Keyboard,1,152.04,152.04
INV-102004,CUST-0155,2025-04-26 12:57:19,Computer Accessories,Custom Mechanical RGB Keyboard,2,155.87,311.74
INV-103544,CUST-0196,2025-04-26 14:55:29,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,3,41.68,125.04
INV-101120,CUST-0316,2025-04-26 18:01:11,Smart Office & Furniture,Ergonomic Lumbar Executive Chair,1,273.51,273.51
INV-103730,CUST-0341,2025-04-26 18:48:02,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),2,31.05,62.1
INV-103608,CUST-0412,2025-04-26 19:35:12,Smart Office & Furniture,Ergonomic Lumbar Executive Chair,2,320.1,640.2
INV-103334,CUST-0002,2025-04-27 13:48:16,Computer Accessories,Premium Aluminum Monitor Arm,3,80.09,240.27
INV-102031,CUST-0015,2025-04-27 15:56:01,Computer Accessories,Custom Mechanical RGB Keyboard,3,149.53,448.59
INV-103334,CUST-0002,2025-04-27 17:35:39,Computer Accessories,Premium Aluminum Monitor Arm,5,78.62,393.1
INV-102788,CUST-0096,2025-04-27 20:47:07,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,2,88.85,177.7
INV-103054,CUST-0030,2025-04-28 11:53:22,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,5,89.11,445.55
INV-103693,CUST-0299,2025-04-28 13:47:53,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,1,77.52,77.52
INV-103691,CUST-0384,2025-04-28 15:08:13,Electronics & Audio,4K Curved Ultra-Wide Gaming Monitor,2,486.26,972.52
INV-103295,CUST-0257,2025-04-28 15:25:39,Wearables & Fitness,Titanium GPS Smart Fitness Watch,2,294.65,589.3
INV-103335,CUST-0002,2025-04-28 17:28:00,Computer Accessories,Premium Aluminum Monitor Arm,6,77.62,465.72
INV-100920,CUST-0264,2025-04-28 18:00:23,Computer Accessories,Custom Mechanical RGB Keyboard,6,160.97,965.82
INV-103295,CUST-0257,2025-04-28 20:12:26,Smart Office & Furniture,Smart LED Desk Bar Lamp,6,60.26,361.56
INV-101802,CUST-0248,2025-04-29 08:23:48,Computer Accessories,Premium Aluminum Monitor Arm,2,66.36,132.72
INV-101247,CUST-0130,2025-04-29 18:03:04,Wearables & Fitness,Heart Rate Performance Sensor Band,4,91.4,365.6
INV-101196,CUST-0381,2025-04-29 22:45:50,Wearables & Fitness,Heart Rate Performance Sensor Band,1,88.53,88.53
INV-103506,CUST-0129,2025-04-30 14:31:47,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),4,39.77,159.08
INV-103362,CUST-0081,2025-04-30 15:00:13,Computer Accessories,Custom Mechanical RGB Keyboard,5,186.66,933.3
INV-103694,CUST-0299,2025-04-30 15:11:06,Wearables & Fitness,Titanium GPS Smart Fitness Watch,2,243.71,487.42
INV-102574,CUST-0335,2025-04-30 21:37:41,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,4,37.43,149.72
INV-102091,CUST-0159,2025-05-01 08:57:24,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,2,84.13,168.26
INV-103808,CUST-0187,2025-05-01 12:23:36,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,2,35.39,70.78
INV-102091,CUST-0159,2025-05-01 13:25:03,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,2,35.07,70.14
INV-101414,CUST-0279,2025-05-01 15:37:27,Computer Accessories,Premium Aluminum Monitor Arm,4,65.11,260.44
INV-101414,CUST-0279,2025-05-01 17:53:03,Computer Accessories,Custom Mechanical RGB Keyboard,2,149.57,299.14
INV-101197,CUST-0381,2025-05-01 18:00:15,Computer Accessories,Custom Mechanical RGB Keyboard,1,155.38,155.38
INV-102091,CUST-0159,2025-05-01 22:39:21,Wearables & Fitness,Titanium GPS Smart Fitness Watch,4,242.69,970.76
INV-100399,CUST-0090,2025-05-02 10:05:41,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),1,35.07,35.07
INV-102755,CUST-0133,2025-05-02 13:42:01,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,1,39.12,39.12
INV-102873,CUST-0368,2025-05-02 14:38:14,Wearables & Fitness,Titanium GPS Smart Fitness Watch,3,253.92,761.76
INV-102873,CUST-0368,2025-05-02 17:07:47,Wearables & Fitness,Titanium GPS Smart Fitness Watch,2,252.97,505.94
INV-103452,CUST-0392,2025-05-02 17:11:02,Wearables & Fitness,Heart Rate Performance Sensor Band,3,108.54,325.62
INV-103627,CUST-0057,2025-05-02 18:49:02,Smart Office & Furniture,Motorized Standing Desk Frame,6,452.53,2715.18
INV-102873,CUST-0368,2025-05-02 19:55:22,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,4,87.24,348.96
INV-103388,CUST-0387,2025-05-03 08:14:05,Smart Office & Furniture,Smart LED Desk Bar Lamp,6,58.44,350.64
INV-103609,CUST-0412,2025-05-03 08:46:51,Wearables & Fitness,Heart Rate Performance Sensor Band,6,110.93,665.58
INV-103679,CUST-0261,2025-05-03 14:00:37,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,4,92.27,369.08
INV-103637,CUST-0025,2025-05-03 14:42:25,Smart Office & Furniture,Ergonomic Lumbar Executive Chair,6,342.66,2055.96
INV-103637,CUST-0025,2025-05-03 17:07:02,Wearables & Fitness,Titanium GPS Smart Fitness Watch,2,305.9,611.8
INV-101088,CUST-0176,2025-05-04 08:30:42,Electronics & Audio,Thunderbolt 4 Docking Station,4,203.23,812.92
INV-101088,CUST-0176,2025-05-04 11:01:57,Wearables & Fitness,Titanium GPS Smart Fitness Watch,1,279.27,279.27
INV-101088,CUST-0176,2025-05-04 12:07:59,Smart Office & Furniture,Ergonomic Lumbar Executive Chair,5,301.35,1506.75
INV-101617,CUST-0216,2025-05-04 13:18:23,Electronics & Audio,Thunderbolt 4 Docking Station,4,187.18,748.72
INV-103560,CUST-0198,2025-05-04 13:28:11,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,4,44.23,176.92
INV-101617,CUST-0216,2025-05-04 14:21:51,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),3,31.26,93.78
INV-103839,CUST-0024,2025-05-04 14:43:45,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,2,77.86,155.72
INV-103628,CUST-0057,2025-05-04 15:05:55,Smart Office & Furniture,Ergonomic Lumbar Executive Chair,4,329.85,1319.4
INV-101617,CUST-0216,2025-05-04 16:13:40,Computer Accessories,Custom Mechanical RGB Keyboard,3,144.71,434.13
INV-101121,CUST-0316,2025-05-04 19:44:34,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,2,82.76,165.52
INV-102849,CUST-0373,2025-05-05 08:38:39,Computer Accessories,Premium Aluminum Monitor Arm,4,67.22,268.88
INV-103695,CUST-0299,2025-05-05 08:40:23,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,2,34.95,69.9
INV-103390,CUST-0387,2025-05-05 10:11:38,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),4,40.02,160.08
INV-103389,CUST-0387,2025-05-05 13:51:57,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,2,94.0,188.0
INV-103817,CUST-0233,2025-05-05 13:56:53,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,2,33.81,67.62
INV-103389,CUST-0387,2025-05-05 16:00:45,Wearables & Fitness,Titanium GPS Smart Fitness Watch,6,308.14,1848.84
INV-102624,CUST-0311,2025-05-05 18:58:43,Computer Accessories,Premium Aluminum Monitor Arm,5,66.17,330.85
INV-101990,CUST-0336,2025-05-05 21:08:17,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),4,31.65,126.6
INV-103389,CUST-0387,2025-05-05 21:34:27,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),6,38.91,233.46
INV-103213,CUST-0425,2025-05-05 22:31:23,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,2,98.59,197.18
INV-101469,CUST-0281,2025-05-06 08:08:56,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,4,34.84,139.36
INV-100777,CUST-0352,2025-05-06 11:15:53,Smart Office & Furniture,Smart LED Desk Bar Lamp,1,54.0,54.0
INV-100762,CUST-0060,2025-05-06 11:22:19,Wearables & Fitness,Titanium GPS Smart Fitness Watch,5,281.45,1407.25
INV-103373,CUST-0223,2025-05-06 14:00:28,Computer Accessories,Custom Mechanical RGB Keyboard,2,172.97,345.94
INV-100762,CUST-0060,2025-05-06 14:33:47,Wearables & Fitness,Heart Rate Performance Sensor Band,6,95.08,570.48
INV-100212,CUST-0174,2025-05-06 15:33:22,Electronics & Audio,Noise-Cancelling Studio Pro Headphones,3,318.34,955.02
INV-101469,CUST-0281,2025-05-06 18:09:58,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,2,82.94,165.88
INV-101023,CUST-0423,2025-05-06 21:39:58,Computer Accessories,Premium Aluminum Monitor Arm,3,70.39,211.17
INV-100762,CUST-0060,2025-05-06 21:45:36,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),3,36.23,108.69
INV-103437,CUST-0362,2025-05-06 22:53:16,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,2,103.2,206.4
INV-102889,CUST-0349,2025-05-07 09:40:35,Wearables & Fitness,Heart Rate Performance Sensor Band,5,91.29,456.45
INV-100651,CUST-0241,2025-05-07 13:11:00,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,4,40.99,163.96
INV-103284,CUST-0092,2025-05-07 14:06:25,Smart Office & Furniture,Smart LED Desk Bar Lamp,5,58.24,291.2
INV-100965,CUST-0046,2025-05-07 14:30:03,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,2,91.42,182.84
INV-100688,CUST-0421,2025-05-07 14:30:43,Computer Accessories,Premium Aluminum Monitor Arm,1,69.91,69.91
INV-102649,CUST-0298,2025-05-07 16:03:55,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),4,34.45,137.8
INV-102889,CUST-0349,2025-05-07 21:12:26,Computer Accessories,Premium Aluminum Monitor Arm,2,65.89,131.78
INV-102585,CUST-0365,2025-05-07 22:00:53,Smart Office & Furniture,Ergonomic Lumbar Executive Chair,2,285.78,571.56
INV-102889,CUST-0349,2025-05-07 22:02:00,Computer Accessories,Premium Aluminum Monitor Arm,1,67.1,67.1
INV-100793,CUST-0202,2025-05-08 09:22:52,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),6,35.59,213.54
INV-103413,CUST-0409,2025-05-08 10:15:17,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,2,42.12,84.24
INV-103413,CUST-0409,2025-05-08 10:16:38,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,4,103.0,412.0
INV-100421,CUST-0012,2025-05-08 10:34:22,Smart Office & Furniture,Smart LED Desk Bar Lamp,4,53.62,214.48
INV-101944,CUST-0301,2025-05-08 10:36:38,Smart Office & Furniture,Ergonomic Lumbar Executive Chair,2,283.24,566.48
INV-103859,CUST-0322,2025-05-08 11:51:05,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,1,75.56,75.56
INV-100421,CUST-0012,2025-05-08 12:55:53,Smart Office & Furniture,Smart LED Desk Bar Lamp,3,56.01,168.03
INV-101944,CUST-0301,2025-05-08 15:35:08,Electronics & Audio,Noise-Cancelling Studio Pro Headphones,4,299.54,1198.16
INV-102650,CUST-0298,2025-05-08 16:18:16,Computer Accessories,Custom Mechanical RGB Keyboard,3,155.69,467.07
INV-102650,CUST-0298,2025-05-08 17:51:18,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),4,35.43,141.72
INV-101944,CUST-0301,2025-05-08 20:57:00,Smart Office & Furniture,Smart LED Desk Bar Lamp,3,49.77,149.31
INV-103336,CUST-0002,2025-05-09 08:54:55,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,4,94.81,379.24
INV-101404,CUST-0207,2025-05-09 09:12:37,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),2,32.04,64.08
INV-103737,CUST-0034,2025-05-09 10:31:25,Wearables & Fitness,Heart Rate Performance Sensor Band,2,85.07,170.14
INV-103629,CUST-0057,2025-05-09 10:35:37,Wearables & Fitness,Titanium GPS Smart Fitness Watch,6,297.09,1782.54
INV-103285,CUST-0092,2025-05-09 11:49:42,Computer Accessories,Custom Mechanical RGB Keyboard,4,176.37,705.48
INV-103438,CUST-0362,2025-05-09 13:11:23,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,4,105.4,421.6
INV-103363,CUST-0081,2025-05-09 13:35:18,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),2,37.76,75.52
INV-100943,CUST-0022,2025-05-09 13:45:49,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,6,88.87,533.22
INV-103363,CUST-0081,2025-05-09 15:55:27,Smart Office & Furniture,Motorized Standing Desk Frame,5,472.7,2363.5
INV-101404,CUST-0207,2025-05-09 19:41:35,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,3,87.78,263.34
INV-102716,CUST-0405,2025-05-10 09:11:41,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,1,87.21,87.21
INV-103296,CUST-0257,2025-05-10 10:00:09,Smart Office & Furniture,Smart LED Desk Bar Lamp,4,59.04,236.16
INV-103286,CUST-0092,2025-05-10 13:10:39,Electronics & Audio,Noise-Cancelling Studio Pro Headphones,2,353.97,707.94
INV-103364,CUST-0081,2025-05-10 13:25:15,Computer Accessories,Custom Mechanical RGB Keyboard,2,180.61,361.22
INV-103809,CUST-0187,2025-05-10 16:28:09,Computer Accessories,Premium Aluminum Monitor Arm,1,59.44,59.44
INV-103364,CUST-0081,2025-05-10 16:44:09,Computer Accessories,Custom Mechanical RGB Keyboard,2,183.49,366.98
INV-102716,CUST-0405,2025-05-10 17:16:32,Wearables & Fitness,Heart Rate Performance Sensor Band,2,92.67,185.34
INV-100493,CUST-0395,2025-05-10 17:54:20,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),6,35.14,210.84
INV-100493,CUST-0395,2025-05-10 17:59:50,Wearables & Fitness,Heart Rate Performance Sensor Band,4,99.65,398.6
INV-102858,CUST-0398,2025-05-10 18:24:54,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),5,35.28,176.4
INV-103103,CUST-0010,2025-05-10 20:20:04,Computer Accessories,Custom Mechanical RGB Keyboard,5,156.31,781.55
INV-100192,CUST-0418,2025-05-10 20:49:12,Smart Office & Furniture,Ergonomic Lumbar Executive Chair,5,313.92,1569.6
INV-103809,CUST-0187,2025-05-10 20:51:15,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),2,31.46,62.92
INV-100280,CUST-0305,2025-05-10 22:07:53,Computer Accessories,Custom Mechanical RGB Keyboard,1,167.25,167.25
INV-102506,CUST-0225,2025-05-10 22:36:37,Smart Office & Furniture,Motorized Standing Desk Frame,1,413.89,413.89
INV-100550,CUST-0005,2025-05-10 22:51:28,Electronics & Audio,Thunderbolt 4 Docking Station,4,200.31,801.24
INV-103810,CUST-0187,2025-05-11 08:45:18,Smart Office & Furniture,Ergonomic Lumbar Executive Chair,1,251.16,251.16
INV-103847,CUST-0361,2025-05-11 10:03:15,Smart Office & Furniture,Ergonomic Lumbar Executive Chair,1,268.89,268.89
